city_ascii,province_id,lat,lng,postal
Brigham,QC,45.25,-72.85,J2K
Sainte-Victoire-de-Sorel,QC,45.95,-73.0833,J0G
Perry,ON,45.5,-79.2833,P0A
Port-Daniel--Gascons,QC,48.1833,-64.9667,G0C
Rosetown,SK,51.55,-107.9833,S0L
Minnedosa,MB,50.2453,-99.8428,R0J
Labelle,QC,46.2833,-74.7333,J0T
Lincoln,NB,45.8716,-66.5437,E3B
Black River-Matheson,ON,48.5333,-80.4667,P0K
Saint-Michel-des-Saints,QC,46.6833,-73.9167,J0K
Dufferin,MB,49.5319,-98.07,R0G
Saint-Victor,QC,46.15,-70.9,G0M
Sicamous,BC,50.8378,-118.9703,V0E
Cap Pele,NB,46.2172,-64.2822,E4N
Kelsey,MB,53.7356,-101.395,R9A R0B
"Killaloe, Hagarty and Richards",ON,45.6,-77.5,K0J
Alvinston,ON,42.8489,-81.9049,N0N
Trenton,NS,45.6193,-62.6332,B0K
Lunenburg,NS,44.3833,-64.3167,B0J
Saint-Ephrem-de-Beauce,QC,46.0516,-70.9374,G0M
Chase,BC,50.8189,-119.6844,V0E
Lery,QC,45.35,-73.8,J6N
Assiniboia,SK,49.6167,-105.9833,S0H
Tumbler Ridge,BC,55.1333,-121.0,V0C
Salisbury,NB,46.0377884219739,-65.0479059884912,E4J
Temiscaming,QC,46.7167,-79.1,J0Z
Magrath,AB,49.4239,-112.8683,T0K
Sainte-Genevieve-de-Berthier,QC,46.0833,-73.2167,J0K
Logy Bay-Middle Cove-Outer Cove,NL,47.63,-52.68,A1K
Buctouche,NB,46.4719,-64.7249,E4S
Grand Manan,NB,44.69,-66.82,E5G
Sainte-Madeleine,QC,45.6,-73.1,J0H
Anmore,BC,49.3144,-122.8564,V3H
Sainte-Croix,QC,46.62,-71.73,G0S
Algonquin Highlands,ON,45.4,-78.75,K0M
Valcourt,QC,45.5,-72.3167,J0E
Gimli,MB,50.6330912150395,-96.9923294282923,R0C
Saint George,NB,45.2916,-66.8501,E5C
Saint-Mathieu,QC,45.3167,-73.5164,J0L
Paquetville,NB,47.6334,-65.1803,E8R
Clearwater,BC,51.65,-120.0333,V0E
Addington Highlands,ON,45.0,-77.25,K0H
Lillooet,BC,50.6864,-121.9364,V0K
Burin,NL,47.05,-55.18,A0E
Grand Bank,NL,47.1,-55.7833,A0E
Waterville,QC,45.2667,-71.9,J0B
Minto,NB,46.1497,-66.1067,E4B
Rosthern No. 403,SK,52.6206,-106.3967,S0K
Mansfield-et-Pontefract,QC,45.8611,-76.7392,J0X
Saint-Denis,QC,45.7833,-73.15,J0H
Gore,QC,45.77,-74.25,J0V
Outlook,SK,51.5,-107.05,S0L
Saint-Gedeon-de-Beauce,QC,45.85,-70.6333,G0M
Saint-Leonard-d'Aston,QC,46.1,-72.3667,J0C
Fort-Coulonge,QC,45.85,-76.7333,J0X
Albanel,QC,48.8833,-72.45,G8M
St. Anthony,NL,51.3725,-55.5947,A0K
Pessamit,QC,49.0485,-68.6814,G0H
Logan Lake,BC,50.4911,-120.8153,V0K
Maskinonge,QC,46.2333,-73.0167,J0K
Saint-Charles-de-Bellechasse,QC,46.7667,-70.95,G0R
Fogo Island,NL,49.6667,-54.1833,A0G
Neebing,ON,48.1833,-89.4667,P7L
Port McNeill,BC,50.5903,-127.0847,V0N
Hatley,QC,45.27,-71.95,J0B
East Broughton,QC,46.2167,-71.0667,G0N
Saint-Polycarpe,QC,45.3,-74.3,J0P
Deschambault,QC,46.6436,-72.0236,G0A
Canora,SK,51.6339,-102.4369,S0A
Upper Miramichi,NB,46.5254,-66.2085,E9C E6A
Tofino,BC,49.1275,-125.8852,V0R
Hardwicke,NB,47.0208,-65.0302,E1N E9A
Wendake,QC,46.8693,-71.3628,G0A
Saint-Come,QC,46.27,-73.78,J0K
Waskaganish,QC,51.3674,-78.7069,J0M J0Y
Twillingate,NL,49.6444,-54.7436,A0G
Saint-Quentin,NB,47.5135,-67.3921,E8A
Lebel-sur-Quevillon,QC,49.05,-76.9833,J0Y
Calmar,AB,53.25,-113.7833,T0C
Nanton,AB,50.3494,-113.7717,T0L
Pierreville,QC,46.0667,-72.8167,J0G
New-Wes-Valley,NL,49.15,-53.5833,A0G
Pennfield Ridge,NB,45.1924,-66.6858,E5H
Northesk,NB,47.2569,-66.2613,E1V E9E
West Interlake,MB,50.9837,-98.3572,R0C
Biggar,SK,52.059,-107.979,S0K
Kent,NB,46.6221,-67.2953,E7J
Maple Creek,SK,49.9167,-109.4667,S0N
Wabana,NL,47.65,-52.9333,A0A
Bonfield,ON,46.2167,-79.1333,P0H
Saint-Gilles,QC,46.5167,-71.3667,G0S
Saint-Bernard,QC,46.5,-71.1333,G0S
Sainte-Cecile-de-Milton,QC,45.4833,-72.75,J0E
Saint-Roch-de-Richelieu,QC,45.8833,-73.1667,J0L
Burns Lake,BC,54.2292,-125.7625,V0J
Redwater,AB,53.9489,-113.1067,T0A
Saint-Nazaire,QC,48.5833,-71.5333,G0W
Westfield Beach,NB,45.3432,-66.2868,E5K E5S
Saltair,BC,48.9504,-123.7637,V0R V9G
Saint-Elzear,QC,46.4,-71.0667,G0S
Hinchinbrooke,QC,45.05,-74.1,J0S
Dundurn No. 314,SK,51.8261,-106.5416,S0K S7C
Saint-Francois-Xavier-de-Brompton,QC,45.5333,-72.05,J0B
Papineauville,QC,45.6167,-75.0167,J0V
Prairie View,MB,50.3304,-100.9803,R0J R0M
Saint-Ignace-de-Loyola,QC,46.0667,-73.1333,J0K
Central Manitoulin,ON,45.7167,-82.2,P0P
Glovertown,NL,48.6667,-54.05,A0G
Tofield,AB,53.3703,-112.6667,T0B
Madoc,ON,44.5833,-77.5167,K0K
Sainte-Anne-de-Sabrevois,QC,45.2,-73.2167,J0J
Sainte-Anne-de-la-Perade,QC,46.5833,-72.2,G0X
Saint-Damien-de-Buckland,QC,46.6333,-70.6667,G0R
Baker Lake,NU,64.3287,-96.0308,X0C
Saint-Ferdinand,QC,46.1,-71.5667,G0N
Pouch Cove,NL,47.767,-52.767,A0A
Britannia No. 502,SK,53.4236,-109.7772,S9V
Saint-Fulgence,QC,48.45,-70.9,G0V
Digby,NS,44.6222,-65.7606,B0V
Manouane,QC,47.2091,-74.3833,J0K
Saint-Gervais,QC,46.7167,-70.8833,G0R
Saint-Alexandre-de-Kamouraska,QC,47.6817,-69.625,G0L
Saint-Marc-sur-Richelieu,QC,45.6833,-73.2,J0L
Mandeville,QC,46.3667,-73.35,J0K
Caplan,QC,48.1,-65.6833,G0C
Allardville,NB,47.4321,-65.4383,E8L
Saint-Damien,QC,46.33,-73.48,J0K
Lac-Nominingue,QC,46.4,-75.0333,J0W
Obedjiwan,QC,48.6686,-74.9289,G0W
Rama,SK,51.7578,-103.0008,S0A
Deloraine-Winchester,MB,49.1775,-100.4322,R0M
Oakland-Wawanesa,MB,49.6208,-99.8481,R0K
Brenda-Waskada,MB,49.1775,-100.7019,R0M
Russell-Binscarth,MB,50.7272,-101.3689,R0J
Ellice-Archie,MB,50.3239,-101.2729,R0M
Souris-Glenwood,MB,49.6208,-100.2581,R0K
Riverdale,MB,49.975,-100.2789,R0K
Pembina,MB,49.1775,-98.5408,R0G
Wallace-Woodworth,MB,49.9156,-100.9389,R0M
Lorne,MB,49.4436,-98.7494,R0G R0K
Yellowhead,MB,50.4847,-100.4828,R0J
Swan Valley West,MB,51.9978,-101.3944,R0L
Grey,MB,49.7094,-98.0736,R0G
Gilbert Plains,MB,51.1547,-100.4381,R0L
Norfolk-Treherne,MB,49.6653,-98.5967,R0G
Emerson-Franklin,MB,49.1333,-97.0331,R0A
Sifton,MB,49.6653,-100.6678,R0M
Grassland,MB,49.4306,-100.3103,R0K R0M
Louise,MB,49.1772,-98.8794,R0G R0K
Ste. Rose,MB,51.0222,-99.4306,R0J R0L
Cartwright-Roblin,MB,49.1331,-99.2797,R0K
Mossey River,MB,51.755,-99.9664,R0L
Lakeshore,MB,51.244,-99.6562,R0L
Riding Mountain West,MB,50.8347,-101.0961,R0J
Clanwilliam-Erickson,MB,50.5061,-99.8156,R0J
Glenboro-South Cypress,MB,49.665,-99.3708,R0K
North Norfolk,MB,49.9308,-98.8356,R0H
Reinland,MB,49.1331,-97.5942,R0G
Minitonas-Bowsman,MB,52.1433,-100.9772,R0L
Kippens,NL,48.5492,-58.6236,A2N
Saint-Gedeon,QC,48.5,-71.7667,G0W
Lumby,BC,50.2494,-118.9656,V0E
Kingsey Falls,QC,45.85,-72.0667,J0A
Provost,AB,52.3539,-110.2686,T0B
Saint-Charles,NB,46.6692,-65.0184,E4W
Swift Current No. 137,SK,50.2211,-107.8559,S0N S9H
Mattawa,ON,46.3167,-78.7,P0H
Blucher,SK,52.0134,-106.2176,S0K S7B
L'Ascension-de-Notre-Seigneur,QC,48.7,-71.6833,G0W
Bow Island,AB,49.8667,-111.3667,T0K
Barraute,QC,48.4333,-77.6333,J0Y
One Hundred Mile House,BC,51.6413,-121.3127,V0K
Saint-Liguori,QC,46.0167,-73.5667,J0K
Saint Mary,NB,46.3987,-64.8681,E4S
Saint-Patrice-de-Sherrington,QC,45.1667,-73.5167,J0L
Fox Creek,AB,54.395,-116.8092,T0H
Lumsden No. 189,SK,50.6734,-104.7686,S0G
Dawn-Euphemia,ON,42.7,-82.0167,N0P
Chapleau,ON,47.8333,-83.4,P0M
Saint-Esprit,QC,45.9,-73.6667,J0K
Montague,PE,46.1652,-62.65,
Mashteuiatsh,QC,48.569,-72.2495,G0W
Saint-Francois-du-Lac,QC,46.0667,-72.8333,J0G
Petit Rocher,NB,47.7839,-65.7159,E8J
Eel River Crossing,NB,48.0125,-66.4208,E8E
Millet,AB,53.0978,-113.4728,T0C
Ucluelet,BC,48.9358,-125.5433,V0R
Vallee-Jonction,QC,46.3667,-70.9167,G0S
Manitouwadge,ON,49.1333,-85.8333,P0T
Wellington,ON,43.9579,-77.3534,
Frontenac Islands,ON,44.2,-76.3833,K7G K0H
Point Edward,ON,42.9931,-82.4083,N7T N7V
Picture Butte,AB,49.8731,-112.78,T0K
Manners Sutton,NB,45.6417,-67.0609,E6K
Fort Qu'Appelle,SK,50.7667,-103.7833,S0G
Vulcan,AB,50.4,-113.25,T0L
Chetwynd,BC,55.6972,-121.6333,V0C
Indian Head,SK,50.5333,-103.6667,S0G
Wabush,NL,52.9081,-66.869,A0R
Saint-Fabien,QC,48.3,-68.87,G0L
Harrison Hot Springs,BC,49.3,-121.7819,V0M
Watrous,SK,51.6841,-105.4661,S0K
North Frontenac,ON,44.95,-76.9,K0H
Lac-Superieur,QC,46.2,-74.4667,J0T
Les Escoumins,QC,48.35,-69.4,G0T
Richibucto,NB,46.6189,-64.8385,E4W
Terrasse-Vaudreuil,QC,45.4,-73.9833,J7V
Riviere-Beaudette,QC,45.2333,-74.3333,J0P
Orkney No. 244,SK,51.2557,-102.6469,S3N
Saint-Barthelemy,QC,46.1833,-73.1333,J0K
Komoka,ON,42.958,-81.4001,N0L
Nisga'a,BC,55.1078,-129.4293,V0J
Austin,QC,45.1833,-72.2833,J0B
Saint-Paul-de-l'Ile-aux-Noix,QC,45.1333,-73.2833,J0J
Behchoko,NT,62.8184,-115.9933,X0E
Saint-Cyprien-de-Napierville,QC,45.1833,-73.4167,J0J
Valleyview,AB,55.0686,-117.2683,T0H
Deleage,QC,46.3833,-75.9167,J9E
Potton,QC,45.0833,-72.3667,J0E
Sainte-Beatrix,QC,46.2,-73.6167,J0K
Saint-Georges-de-Cacouna,QC,47.9167,-69.5,G0L
Lakeview,BC,49.9026,-119.5699,V1Z
Sainte-Justine,QC,46.4,-70.35,G0R
Saint-Valerien-de-Milton,QC,45.5667,-72.7167,J0H
Saint-Cuthbert,QC,46.15,-73.2333,J0K
Saint-Blaise-sur-Richelieu,QC,45.2167,-73.2833,J0J
Middleton,NS,44.9418,-65.0686,B0S
Kamsack,SK,51.565,-101.8947,S0A
Carberry,MB,49.8689,-99.3594,R0K
Saint-Joseph-de-Coleraine,QC,45.97,-71.37,G0N
Trinity Bay North,NL,48.4978,-53.086,A0C
Pointe-Lebel,QC,49.1667,-68.2,G0H
Grenville,QC,45.6333,-74.6,J0V
Saint-Michel-de-Bellechasse,QC,46.8667,-70.9167,G0R
Sainte-Angele-de-Monnoir,QC,45.3833,-73.1,J0L
Champlain,QC,46.45,-72.35,G0X
Sacre-Coeur-Saguenay,QC,48.2479,-69.854,G0T
Saint-Louis,NB,46.7048,-65.1046,E4X
Saint-Lucien,QC,45.8667,-72.2667,J0C
Victoria,NL,47.7675,-53.2411,A0A
Lumsden,SK,50.6463,-104.8676,S0G
Saint-Robert,QC,45.9667,-73.0,J0G
Armstrong,MB,50.64,-97.495,R0C
Keremeos,BC,49.2025,-119.8294,V0X
Regina Beach,SK,50.79,-104.99,S0G
La Guadeloupe,QC,45.95,-70.93,G0M
Sutton,QC,45.1037248954726,-72.6180936643302,J0E
Saint Andrews,NB,45.074,-67.0521,E5B
Saint-Placide,QC,45.5333,-74.2,J0V
Grunthal,MB,49.4065,-96.8603,R0A
Povungnituk,QC,60.0477,-77.2751,J0M
Pointe-des-Cascades,QC,45.3333,-73.9667,J0P
Deseronto,ON,44.2,-77.05,K0K
Lamont,AB,53.7603,-112.7778,T0B
Chambord,QC,48.4333,-72.0667,G0W
Maugerville,NB,46.1301,-66.2859,E3A
Dudswell,QC,45.5833,-71.5833,J0B
Nipissing,ON,46.05,-79.55,P0H
Shaunavon,SK,49.651,-108.412,S0N
Wynyard,SK,51.7667,-104.1833,S0A
Cambridge Bay,NU,69.1528,-105.1707,X0B
Dalmeny,SK,52.3411,-106.7733,S0K
Saint-Narcisse,QC,46.5667,-72.4667,G0X
Waswanipi,QC,49.7883,-75.9544,J0Y
Inukjuak,QC,58.4824,-78.1309,J0M
Balgonie,SK,50.488,-104.269,S0G
Piney,MB,49.2069,-95.8333,R0A
Warfield,BC,49.0953,-117.7344,V1R
Saint-Zacharie,QC,46.1333,-70.3667,G0M
Hemmingford,QC,45.0833,-73.5833,J0L
Saint-Pierre-de-l'Ile-d'Orleans,QC,46.8833,-71.0667,G0A
Kensington,PE,46.4333,-63.65,C0B
Shelburne,NS,43.7633,-65.3236,B0T
Saint-Clet,QC,45.35,-74.22,J0P
Blumenort,MB,49.6033,-96.7006,R0A
Brighton,NB,46.3316,-67.3585,E7L E7P
Saint-Antoine,NB,46.3629,-64.753,E4V
Northampton,NB,46.1313,-67.4713,E7N
Flat Rock,NL,47.7086,-52.7144,A1K
Saint-Ours,QC,45.8833,-73.15,J0G
Stephenville Crossing,NL,48.5167,-58.4167,A0N
Sainte-Anne-de-la-Pocatiere,QC,47.35,-70.0,G0R
Popkum,BC,49.1911,-121.7553,V0X
Notre-Dame-du-Bon-Conseil,QC,46.0,-72.35,J0C
Fisher,MB,51.0825,-97.6611,R0C
Sainte-Clotilde,QC,45.15,-73.6833,J0L
Lantz,NS,44.9894,-63.4736,B2S
Wicklow,NB,46.5017,-67.7067,E7K E7L
Nouvelle,QC,48.1333,-66.3167,G0C
Wasagamack,MB,53.9056,-94.9412,R0B
Rosthern,SK,52.65,-106.3333,S0K
Yamaska,QC,46.0236,-72.9391,J0G
Neguac,NB,47.2333,-65.05,E9G
Saint-Antoine-de-Tilly,QC,46.6667,-71.5833,G0S
Igloolik,NU,69.3817,-81.6811,X0A
Whitehead,MB,49.7981,-100.2575,R7A R0K
Saint-Elie-de-Caxton,QC,46.4833,-72.9667,G0X
Balmoral,NB,47.9667,-66.45,E8E
Price,QC,48.6017,-68.1227,G0J
Rosedale,MB,50.4397,-99.5389,R0J
Saint-Jacques-le-Mineur,QC,45.2833,-73.4167,J0J
Coombs,BC,49.3008,-124.4049,V0R
Val-Joli,QC,45.6,-71.97,J1S
Southesk,NB,46.9901,-66.4336,E9E
Huron Shores,ON,46.2833,-83.2,P0R
Saint-Antoine-sur-Richelieu,QC,45.7833,-73.1833,J0L
Saint-Pacome,QC,47.4,-69.95,G0L
Saint-Stanislas-de-Kostka,QC,45.18,-74.13,J0S
Saint-Jacques,NB,47.5634,-68.3693,E7B
Frontenac,QC,45.58,-70.83,G6B
Stuartburn,MB,49.1331,-96.5158,R0A
Sainte-Emelie-de-l'Energie,QC,46.3167,-73.65,J0K
Saint-Charles-sur-Richelieu,QC,45.6833,-73.1833,J0H
Nipigon,ON,49.0153,-88.2683,P0T
Witless Bay,NL,47.28,-52.83,A0A
Sainte-Helene-de-Bagot,QC,45.7333,-72.7333,J0H
Franklin Centre,QC,45.0467,-73.9005,J0S
Harbour Breton,NL,47.4833,-55.8333,A0H
Mille-Isles,QC,45.82,-74.22,J0R
Naramata,BC,49.5886,-119.5838,V0H
Lyster,QC,46.3667,-71.6167,G0S
Oakview,MB,50.1964,-100.2167,R0K
Harrison Park,MB,50.5563,-100.1674,R0J
Pond Inlet,NU,72.6808,-77.7503,X0A
Sainte-Clotilde-de-Horton,QC,45.9833,-72.2333,J0A
Burford,ON,43.1036,-80.424,
Saint-Benoit-Labre,QC,46.0667,-70.8,G0M
Terrace Bay,ON,48.8,-87.1,P0T
Maliotenam,QC,50.2114,-66.1911,G4R
Chapais,QC,49.7819,-74.8544,G0W
Saint-Honore-de-Shenley,QC,45.9667,-70.8333,G0M
Cleveland,QC,45.67,-72.08,J0B
Messines,QC,46.2333,-76.0167,J0X
Saint-Laurent-de-l'Ile-d'Orleans,QC,46.8667,-71.0167,G0A
Saint-Jean-de-Dieu,QC,48.0,-69.05,G0L
Massey Drive,NL,48.9372,-57.9,A2H
Nakusp,BC,50.2434,-117.8002,V0G
Florenceville,NB,46.4435,-67.6152,E7L
Larouche,QC,48.45,-71.5167,G0W
Fort St. James,BC,54.4431,-124.2542,V0J
Saint-Francois-de-la-Riviere-du-Sud,QC,46.8833,-70.7167,G0R
Wabasca,AB,55.9855,-113.8566,T0G
Hilliers,BC,49.3022,-124.4727,V0R V9K
Perth,NB,46.7393,-67.6984,E7H
Eeyou Istchee Baie-James,QC,52.3382,-75.1977,J0Y
Shellbrook No. 493,SK,53.3545,-106.2553,S0J
Shawville,QC,45.6,-76.4833,J0X
Lambton,QC,45.83,-71.08,G0M
Saint-Flavien,QC,46.5167,-71.6,G0S
Boissevain,MB,49.2298751870001,-100.059391205376,R0K
Sainte-Marcelline-de-Kildare,QC,46.1167,-73.6,J0K
Riviere-Blanche,QC,48.7833,-67.7,G0J
Bay Bulls,NL,47.3158,-52.8103,A0A
Saint-Felix-de-Kingsey,QC,45.8,-72.1833,J0B
Upper Island Cove,NL,47.6472,-53.2233,A0A
Sainte-Elisabeth,QC,46.0833,-73.35,J0K
Ashcroft,BC,50.7256,-121.2806,V0K
Clarkes Beach,NL,47.5447,-53.2824,A0A
Falmouth,NS,44.9967,-64.1634,B0P
Uashat,QC,50.233,-66.3947,G4R G4S
Saint-Bernard-de-Lacolle,QC,45.0833,-73.4167,J0J
Saint-Joseph,NB,47.558,-68.3082,E7B
Belledune,NB,47.9,-65.8167,E8G
Saint-Guillaume,QC,45.8833,-72.7667,J0C
Venise-en-Quebec,QC,45.0833,-73.1333,J0J
Gambo,NL,48.7833,-54.2167,A0G
Nauwigewauk,NB,45.4812,-65.8738,E5N
Humbermouth,NL,49.0156,-58.1678,A0L
Springbrook,AB,52.1796,-113.885,T4S
Saint-Paulin,QC,46.4167,-73.0333,J0K
Glenelg,NB,46.9455,-65.2893,E1N
Saint David,NB,45.2918,-67.1983,E5A E3L
Saint-Albert,QC,46.0,-72.0833,J0A
Matagami,QC,49.75,-77.6333,J0Y
Grindrod,BC,50.63,-119.1314,V0E V1E
Springfield,NB,45.7005,-65.8079,E5T E5P
Amherst,QC,46.05,-74.7667,J0T
Carlyle,SK,49.6333,-102.2667,S0C
Notre-Dame-du-Laus,QC,46.0833,-75.6167,J0X
Langham,SK,52.3667,-106.9667,S0K
St. George,NB,45.1333,-66.8167,E5C
Wembley,AB,55.1572,-119.1392,T0H
"Macdonald, Meredith and Aberdeen Additional",ON,46.4833,-84.0667,P0S
Pinawa,MB,50.1707,-95.9547,R0E
Windermere,BC,50.4856,-115.9948,V0A V0B
Saint-Tite-des-Caps,QC,47.1333,-70.7667,G0A
Hudson Bay,SK,52.851,-102.392,S0E
"Brudenell, Lyndoch and Raglan",ON,45.3167,-77.4,K0J
Gold River,BC,49.7769,-126.0514,V0P
Saint-Casimir,QC,46.65,-72.1333,G0A
Dunsmuir,BC,49.3696,-124.5772,V9K
Frenchman Butte,SK,53.6052,-109.4298,S0M
Gordon,NB,46.8363,-67.1913,E7G
Saint-Malachie,QC,46.5333,-70.7667,G0R
Southampton,NB,46.0789,-67.3124,E6E E6G
Salluit,QC,62.2013,-75.6337,J0M
Pangnirtung,NU,66.1436,-65.6829,X0A
Saint-Louis-de-Gonzague,QC,45.2,-73.98,J0S
Moosonee,ON,51.2722,-80.6431,P0L
Englehart,ON,47.8167,-79.8667,P0J
Saint-Urbain,QC,47.55,-70.5333,G0A
Tring-Jonction,QC,46.2667,-70.9833,G0N
Wilton No. 472,SK,53.124,-109.7885,S0M S9V
Denmark,NB,47.1155,-67.4771,E7H E7G
Saint-Joachim,QC,47.05,-70.85,G0A
Torch River No. 488,SK,53.5445,-104.4619,S0J
Saint-Theodore-d'Acton,QC,45.6833,-72.5833,J0H
L' Isle-Verte,QC,48.0167,-69.3333,G0L
Palmarolle,QC,48.6667,-79.2,J0Z
Bon Accord,AB,53.8328,-113.4189,T0A
Sussex Corner,NB,45.7122,-65.4719,E4E
Saint-Odilon-de-Cranbourne,QC,46.3667,-70.6833,G0S
Pipestone,MB,49.6653,-101.1444,R0M
La Dore,QC,48.72,-72.65,G8J
Lac-au-Saumon,QC,48.4167,-67.35,G0J
Wotton,QC,45.7333,-71.8,J0A
Prairie Lakes,MB,49.4034,-99.6298,R0K
Elk Point,AB,53.8967,-110.8972,T0A
St. Francois Xavier,MB,49.9903,-97.6722,R4L
Shellbrook,SK,53.2167,-106.4,S0J
Wemindji,QC,53.044,-78.7384,J0M
Cape Dorset,NU,64.2237,-76.5405,X0A
Strong,ON,45.75,-79.4,P0A
Nobleford,AB,49.8822,-113.0531,T0L
Lappe,ON,48.5693,-89.3573,P7G
Pointe-aux-Outardes,QC,49.05,-68.4333,G0H
Riviere-Heva,QC,48.2333,-78.2167,J0Y
Scott,QC,46.507872396847,-71.0665628160423,G0S
Godmanchester,QC,45.08,-74.25,J0S
Macklin,SK,52.33,-109.94,S0L
Armour,ON,45.6289,-79.3436,P0A
Saint-Simon,QC,45.719,-72.8463,J0H
Tingwick,QC,45.8873,-71.9244,J0A
Saint-Aubert,QC,47.1833,-70.2167,G0R
Saint-Mathieu-du-Parc,QC,46.5667,-72.9167,G0X
Saint-Ubalde,QC,46.75,-72.2667,G0A
Creighton,SK,54.7561,-101.8973,S0P
Faraday,ON,45.0,-77.9167,K0L
Berthier-sur-Mer,QC,46.9167,-70.7333,G0R
Bayfield,ON,43.5615,-81.6983,N0M
Frampton,QC,46.4667,-70.8,G0R
Barriere,BC,51.1803,-120.1261,V0E
Chute-aux-Outardes,QC,49.1167,-68.4,G0H
Lions Bay,BC,49.4581,-123.2369,V0N
New Carlisle,QC,48.0167,-65.3333,G0C
Laird No. 404,SK,52.5696,-106.7312,S0K
Saint-Majorique-de-Grantham,QC,45.9333,-72.5833,J2B
Petitcodiac,NB,45.9333,-65.1667,E4Z
Canwood No. 494,SK,53.4574,-106.7768,S0J
Wentworth-Nord,QC,45.85,-74.45,J0T
Bas Caraquet,NB,47.8,-64.8333,E1W
Two Hills,AB,53.715,-111.7461,T0B
Sainte-Ursule,QC,46.2833,-73.0333,J0K
Dawson,YT,64.0464,-139.3893,Y0B
Nantes,QC,45.6333,-71.0333,G6B G0Y
Lac-aux-Sables,QC,46.8667,-72.4,G0X
Stewiacke,NS,45.1422,-63.3483,B0N
Vaudreuil-sur-le-Lac,QC,45.4,-74.0333,J7V
Grahamdale,MB,51.42,-98.3733,R0C
Upham,NB,45.5083,-65.6618,E5N
St.-Charles,ON,46.3422,-80.4497,P0M
Cardwell,NB,45.7848,-65.3037,E4Z E4G
Amulet,QC,48.2938,-79.0274,J9X J9Y
L'Avenir,QC,45.7667,-72.3,J0C
Hillsborough,NB,45.9205781884486,-64.650665366647,E4H
Spiritwood No. 496,SK,53.4435,-107.4495,S0J
Pointe-a-la-Croix,QC,48.0167,-66.6833,G0C
Herouxville,QC,46.6667,-72.6167,G0X
Weldford,NB,46.5221,-65.1114,E4W E4T
Reynolds,MB,49.7678,-95.8842,R0E
St. Laurent,MB,50.43,-97.7933,R0C
L'Isle-aux-Allumettes,QC,45.8667,-77.0667,J0X
Emo,ON,48.6333,-93.8333,P0W
Sainte-Brigide-d'Iberville,QC,45.3167,-73.0667,J0J
Les Eboulements,QC,47.4833,-70.3167,G0A
Smooth Rock Falls,ON,49.2833,-81.6333,P0L
Bruederheim,AB,53.8042,-112.9278,T0B
Oxbow,SK,49.2333,-102.1667,S0C
Telkwa,BC,54.6972,-127.05,V0J
Landmark,MB,49.6711,-96.8179,R0A
Norton,NB,45.6387,-65.6955,E5N
Gjoa Haven,NU,68.6448,-95.8912,X0B
Sainte-Barbe,QC,45.1667,-74.2,J0S
Mayerthorpe,AB,53.9503,-115.1336,T0E
Ootischenia,BC,49.2916,-117.6323,V1N
Saint-Louis-du-Ha! Ha!,QC,47.67,-68.98,G0L
Taylor,BC,56.159,-120.6878,V0C
Powerview-Pine Falls,MB,50.5661,-96.1981,R0E
Ragueneau,QC,49.0667,-68.5333,G0H
Baie Verte,NL,49.9167,-56.1833,A0K
Chisholm,ON,46.1,-79.2333,P0H
Saint-Edouard,QC,45.2333,-73.5167,J0L
Charlo,NB,48.0,-66.32,E8E
Sorrento,BC,50.8832,-119.4782,V0E
Burgeo,NL,47.6,-57.6333,A0N
Wadena,SK,51.9458,-103.8014,S0A
St-Pierre-Jolys,MB,49.4403,-96.9844,R0A
Richmond,NB,46.0776,-67.7248,E7N E7M
Youbou,BC,48.8562,-124.1731,V0R
Swan Hills,AB,54.7106,-115.4133,T0G
Wilkie,SK,52.4167,-108.7,S0K
Saint-Leonard,NB,47.1625,-67.925,E7E
Riviere-Bleue,QC,47.4333,-69.05,G0L
Noyan,QC,45.0667,-73.3,J0J
Notre-Dame-du-Portage,QC,47.7667,-69.6167,G0L
Ile-a-la-Crosse,SK,55.45,-107.8833,S0M
Saint-Hugues,QC,45.8,-72.8667,J0H
Sainte-Anne-du-Sault,QC,46.1733,-72.1415,
La Conception,QC,46.15,-74.7,J0T
Vauxhall,AB,50.0689,-112.0975,T0K
Lameque,NB,47.7925,-64.6532,E8T
Arborg,MB,50.9075,-97.2182,R0C
Estevan No. 5,SK,49.1308,-103.0126,S4A
Thessalon,ON,46.25,-83.55,P0R
L'Isle-aux-Coudres,QC,47.4,-70.3833,G0A
Lanigan,SK,51.85,-105.0333,S0K
Elton,MB,49.975,-99.8658,R0K
Bowden,AB,51.9306,-114.0256,T0M
South Qu'Appelle No. 157,SK,50.5389,-104.0141,S0G
Conestogo,ON,43.5441,-80.4997,N0B
Rosser,MB,49.99,-97.4592,R3C R0H
Sainte-Lucie-des-Laurentides,QC,46.13,-74.18,J0T
Saint-Alexis,QC,45.9333,-73.6167,J0K
Roxton Falls,QC,45.5667,-72.5167,J0H
Montcalm,MB,49.1775,-97.3247,R0G
Irishtown-Summerside,NL,48.9833,-57.95,A2H
Clarendon,QC,45.65,-76.5167,J0X
Mervin No. 499,SK,53.5455,-108.8762,S0M
Saint-Ludger,QC,45.75,-70.7,G0M
Coldwell,MB,50.6389,-98.0417,R0C
Musquash,NB,45.1836,-66.3514,E5J
Racine,QC,45.5,-72.25,J0E
Osler,SK,52.37,-106.54,S0K
Saint-Zenon,QC,46.55,-73.8167,J0K
